"comic_id","Title","Writer","Artist","Studio/Publisher","Release Year","Format","Theme (Color Style)","Genre","Country of Origin","Page Count","Rating (out of 10)","Status","Language","Age Rating","Awards","Volume Count"
"CMC-00132","Dragon Diary","Ami Ueda","Ami Ueda","Shogakukan (Viz Media)","2014","Digital Manga","Grayscale","Action / Sci-Fi","Japan","4284","8.6","Hiatus","Japanese","Mature","Kodansha Manga Award Winner","44"
"CMC-00133","Storm Record (Manhua)","Yue Guan Hao","Vegeta style","Dongman Rongshu","2015","Webtoon (Chinese)","Full Color","Historical / Romance","China","5696","7.3","Ongoing","Chinese","Mature","None","1"
"CMC-00134","Black Rival","Sara Ogawa","Sara Ogawa","Shueisha (Manga Plus)","2020","Single Issue / Tankobon","Full Color (Special Edition)","Sci-Fi / Adventure","Japan","2033","8.4","Completed","Japanese","Mature","None","17"
"CMC-00135","Dawn Vision","Ryu Hashimoto","Ryu Hashimoto","Kodansha (Kodansha USA)","2008","Tankobon","Grayscale","Historical / Drama","Japan","3295","7.9","Ongoing","Japanese","Teen+","None","6"
"CMC-00136","Last First","Marcos Martin","Marcos Martin","Drawn & Quarterly","2021","Omnibus","Black & White","Sci-Fi / Action","UK","789","7.3","Completed","English","Teen+","Angouleme Award Winner","9"
"CMC-00137","Dawn Vision (Manhua)","Fei Wo Si Cun","Kira Matsuda","iQIYI Comics","2016","Webtoon (Chinese)","Full Color (Digital)","Historical / Romance","China","4953","8.5","Hiatus","Chinese","Teen+","None","23"
"CMC-00138","Velvet Ultime Whole","Enki Bilal","Bryan Talbot","Selfmadehero (UK)","2009","Album","Full Color","Mythology / Fantasy","UK","413","7.6","Completed","Spanish","Teen+","Harvey Award Nominee","4"
"CMC-00139","Die Stone Der La","Lewis Trondheim","Lewis Trondheim","Bamboo Edition","2008","Album","Full Color","Adventure / Historical","UK","52","8.0","Completed","French","Mature","Eisner Award Nominee","2"
"CMC-00140","Dead Smoke","Hope Larson","Ed Brubaker","Self-Published","2014","Omnibus","Black & White","Slice of Life / Drama","Canada","1209","7.8","Completed","English","Young Adult","None","10"
"CMC-00141","Crystal Awakening","Hiroshi Araya","Hiroshi Araya","Shogakukan (Viz Media)","2022","Tankobon","Black & White","Martial Arts / Action","Japan","2602","8.9","Ongoing","Japanese","Teen+","Eisner Award Winner","38"
"CMC-00142","The Plague Air","Paul Pope","Tillie Walden","Drawn & Quarterly","2006","Trade Paperback","Black & White","Cyberpunk / Sci-Fi","USA","241","6.8","Ongoing","English","Teen+","Kodansha Manga Award Winner","8"
"CMC-00143","Fox of Zero","Aiko Sato","Mei Ito","Ichijinsha","2017","Tankobon","Full Color (Special Edition)","Shounen / Adventure","Japan","647","8.9","Ongoing","Japanese","All Ages","None","25"
"CMC-00144","New Avengers: Siege of","Dennis Hopeless","Fred Van Lente","Marvel Comics","2024","Hardcover","Full Color","Superhero / Horror","USA","1157","8.6","Completed","English","Teen+","Kodansha Manga Award Winner","9"
"CMC-00145","Twisted Journey","Tite Kubo","Takashi Yamamoto","Shogakukan (Viz Media)","2020","Tankobon","Black & White","Action / Historical","Japan","6948","8.4","Completed","Japanese","Mature","None","6"
"CMC-00146","Paladin Mage World","Kwon Min-ji","Kwon Min-ji","D&C Media","2015","Digital Webtoon","Full Color (Pastel)","Horror / Thriller","South Korea / USA","1296","8.8","Ongoing","Korean","Mature","None","6"
"CMC-00147","Crow Origin","Akio Hayashi","Kai Yoshida","Square Enix (Viz Media)","2022","Tankobon","Full Color (Special Edition)","Action / Sci-Fi","Japan","2379","8.7","Completed","Japanese","Teen+","None","29"
"CMC-00148","Awakened Hero","Fumi Takahashi","Yama Kato","Houbunsha","2010","Digital Manga","Black & White","Comedy / Slice of Life","Japan","3836","8.3","Completed","Japanese","Young Adult","Hugo Award Winner","1"
"CMC-00149","Grid and Old","Garth Ennis","Garth Ennis","Top Shelf Productions","2018","Omnibus","Black & White","Fantasy / Drama","UK","957","8.2","Ongoing","English","Mature 17+","Japan Media Arts Award Winner","6"
"CMC-00150","Ashen Rival","Takashi Yamamoto","Takashi Yamamoto","Shogakukan (Viz Media)","2015","Digital Manga","Full Color (Special Edition)","Dark Fantasy / Action","Japan","6879","8.1","Completed","Japanese","Teen+","None","32"
"CMC-00151","Legendary Dragon Strongest Regression Story","Shin Dong-hyun","Shin Dong-hyun","Webtoon Originals","2019","Webtoon","Full Color (Digital)","Action / Fantasy","South Korea","4139","7.7","Completed","Korean","Teen+","None","10"
"CMC-00152","Fading Guild","Kentaro Yabuki","Kentaro Yabuki","Shueisha (Viz Media)","2017","Manga Volume","Black & White","Shounen / Adventure","Japan","804","8.0","Completed","Japanese","Young Adult","Harvey Award Winner","31"
"CMC-00153","Jade King","Mitsuru Adachi","Hiroyuki Takei","Ichijinsha","2018","Manga Volume","Black & White","Romance / Comedy","Japan","4698","8.2","Completed","Japanese","Teen+","Eisner Award Winner","20"
"CMC-00154","Shrouded Rival","Ryota Nakamura","Ken Nakashima","Shogakukan (Viz Media)","2020","Tankobon","Black & White","Mecha / Sci-Fi","Japan","5551","9.0","Hiatus","Japanese","Teen+","Hugo Award Winner","13"
"CMC-00155","Thunder Hunter","Mika Sasaki","Aya Shimizu","Akita Shoten","2016","Tankobon","Black & White","School / Romance","Japan","4550","8.1","Completed","Japanese","Teen+","None","16"
"CMC-00156","Grid Bleu Los","Moebius","Marjane Satrapi","Dargaud / Dark Horse","2017","Trade Paperback","Watercolor","Adventure / Historical","Switzerland","215","6.9","Completed","French","Teen+","Eagle Award Winner","8"
"CMC-00157","Rising Log","Haru Ikeda","Haru Ikeda","Shueisha (Manga Plus)","2020","Manga Volume","Black & White","Music / Drama","Japan","860","8.3","Completed","Japanese","Mature","None","15"
"CMC-00158","I We Archer Alliance","Yoon Bo-kyung","Yoon Bo-kyung","Tapas Media","2019","Webtoon","Full Color / Limited Palette","Manhwa / Action","South Korea / Japan","511","9.2","Completed","Korean","Young Adult","Eagle Award Winner","12"
"CMC-00159","Heaven Soul","Koji Kumeta","Haru Ikeda","Ichijinsha","2022","Single Issue / Tankobon","Black & White","Music / Drama","Japan","275","7.6","Hiatus","Japanese","Mature","Hugo Award Winner","6"
"CMC-00160","Necromancer Tower","Carnby Kim","Choi Hyun-woo","Lezhin Comics","2024","Webtoon","Full Color (Digital)","System / Fantasy","South Korea / Japan","3323","7.8","Ongoing","Korean","All Ages","None","17"
"CMC-00161","Lost and Pulse","Brandon Graham","Frank Miller","Seven Seas Entertainment","2011","Webcomic","Full Color","Sci-Fi / Drama","New Zealand","1334","8.6","Ongoing","English","Teen+","Kodansha Manga Award Winner","4"
"CMC-00162","America Chavez: End of","Fraction","Jordan White","Marvel Comics","2023","Hardcover","Full Color","Superhero / Thriller","USA","988","8.3","Completed","English","All Ages","Hugo Award Winner","5"
"CMC-00163","Noise Smoke","Frank Quitely","Kieron Gillen","Manga","2019","Graphic Novel","Full Color","Romance / Drama","UK","596","7.9","Completed","English","Teen+","None","3"
"CMC-00164","Blade of Clan","Mitsuru Adachi","Mitsuru Adachi","Shueisha (Manga Plus)","2001","Digital Manga","Full Color (Special Edition)","Shoujo / Romance","Japan","3648","8.5","Completed","Japanese","All Ages","National Book Award Finalist","38"
"CMC-00165","Dusk Fate","Koji Kumeta","Koji Kumeta","Shogakukan (Viz Media)","2011","Single Issue / Tankobon","Grayscale","Historical / Drama","Japan","3708","8.7","Ongoing","Japanese","Teen+","None","5"
"CMC-00166","Void and Found","Mark Millar","David Aja","Magnetic Press","2015","Webcomic","Grayscale","Cyberpunk / Sci-Fi","Australia","1253","7.5","Completed","English","Teen+","Harvey Award Winner","9"
"CMC-00167","The Found Velvet","Faith Erin Hicks","Faith Erin Hicks","Vault Comics","2004","Hardcover","Full Color","Cyberpunk / Sci-Fi","USA","1590","8.3","Completed","English","Mature","None","7"
"CMC-00168","Martian Manhunter: & Robin","Joe Simon","Greg Rucka","DC (Wildstorm)","2018","Trade Paperback","Full Color","Superhero / Noir","USA","1489","8.1","Completed","English","Mature","None","11"
"CMC-00169","Infinite Joker","Grant Morrison","Denny O'Neil","DC Comics","2019","Omnibus","Full Color / Limited Palette","Superhero / Crime","USA","1343","6.8","Completed","English","Teen+","None","10"
"CMC-00170","Awakened Story","Hiroshi Araya","Hiroshi Araya","Leed-sha","2004","Tankobon","Black & White","Historical / Drama","Japan","4906","7.8","Completed","Japanese","Mature","Harvey Award Nominee","19"
"CMC-00171","Void Old Ancien Los","Alejandro Jodorowsky","Fabien Vehlmann","Vents d'Ouest","2001","Graphic Novel","Full Color","Comedy / Adventure","Germany","372","7.4","Completed","French","Mature","None","8"
"CMC-00172","Commander Reborn Comeback","Shin Dong-hyun","Shin Dong-hyun","Ridibooks","2023","Webtoon Chapter Collection","Full Color (Digital)","Dungeon / Action","South Korea","3286","8.3","Ongoing","Korean","Teen+","None","5"
"CMC-00173","Lost God","Tite Kubo","Tite Kubo","Square Enix (Viz Media)","2010","Manga Volume","Black & White","Fantasy / Adventure","Japan","3604","8.8","Ongoing","Japanese","All Ages","None","15"
"CMC-00174","Sealed Companion (Manhua)","Fei Wo Si Cun","Zoro style","ACGN.CC","2025","Webtoon (Chinese)","Full Color","Action / Xianxia","China","1754","7.4","Hiatus","Chinese","Mature","Eagle Award Winner","27"
"CMC-00175","Pink Poison","Ryan North","Brian K. Vaughan","First Second Books","2014","Omnibus","Full Color","Adventure / Comedy","USA","1670","8.4","Completed","English","Teen+","Eisner Award Nominee","6"
"CMC-00176","Undying Companion","Saki Ota","Saki Ota","Shogakukan (Viz Media)","2008","Digital Manga","Black & White","Action / Fantasy","Japan","5220","8.6","Completed","Japanese","All Ages","None","13"
"CMC-00177","Exile Dream","Tai Ogata","Yama Kato","Hakusensha (Dark Horse)","2023","Single Issue / Tankobon","Grayscale","Shounen / Adventure","Japan","3609","7.5","Completed","Japanese","Teen+","Eagle Award Winner","4"
"CMC-00178","Inhumans: Immortal","Nick Spencer","Larry Hama","Marvel Comics","2006","Trade Paperback","Full Color / Limited Palette","Superhero / Crime","USA","1174","7.7","Completed","English","Teen+","Angouleme Award Winner","4"
"CMC-00179","Fox Quest","Jiro Saito","Taka Nishimura","Kadokawa (Yen Press)","2009","Tankobon","Black & White","Historical / Drama","Japan","3204","7.9","Completed","Japanese","Teen+","None","17"
"CMC-00180","Dragon Clan","Ren Kobayashi","Haruki Tanaka","Shogakukan (Viz Media)","2015","Tankobon","Black & White","Sports / Action","Japan","1140","8.3","Ongoing","Japanese","Young Adult","None","23"
"CMC-00181","Black Code","Yama Kato","Yama Kato","Houbunsha","2020","Digital Manga","Black & White","Action / Supernatural","Japan","3708","8.4","Completed","Japanese","Mature","Manga Taisho Award Winner","14"
"CMC-00182","After Stone","Ryan North","Joe Hill","Yen Press","2007","Graphic Novel","Full Color","Adventure / Comedy","USA","519","9.4","Completed","English","Teen+","Eisner Award Nominee","11"
"CMC-00183","America Chavez: Last Stand of","Cullen Bunn","J. Michael Straczynski","Marvel Comics","2020","Trade Paperback","Full Color","Superhero / Coming of Age","USA","347","8.5","Ongoing","English","Mature","None","2"
"CMC-00184","Blade of Guild","Aya Shimizu","Ryota Nakamura","Square Enix (Yen Press)","2008","Single Issue / Tankobon","Black & White","Action / Historical","Japan","6807","8.1","Ongoing","Japanese","All Ages","None","40"
"CMC-00185","Endless of Darkness","Masakazu Katsura","Kentaro Yabuki","Kodansha (Crunchyroll)","2022","Digital Manga","Black & White","Martial Arts / Action","Japan","5861","7.9","Cancelled","Japanese","Mature 17+","None","16"
"CMC-00186","Desolate God","Naruto Uzumaki style","Ryo Kondo","Shogakukan (Viz Media)","2016","Tankobon","Black & White","Mystery / Thriller","Japan","1513","9.1","Cancelled","Japanese","Young Adult","Japan Media Arts Award Winner","37"
"CMC-00187","Serpent Fate (Manhua)","Mao Ni","Yama Kato","IQIYI","2022","Webtoon (Chinese)","Full Color (Digital)","Comedy / Slice of Life","China","2813","8.1","Completed","Chinese","All Ages","None","25"
"CMC-00188","Shrouded Saga","Riku Mori","Riku Mori","Square Enix (Viz Media)","2024","Tankobon","Grayscale","Martial Arts / Action","Japan","4119","8.9","Ongoing","Japanese","Teen+","None","9"
"CMC-00189","Savage Zero","Akane Nakagawa","Akane Nakagawa","Shogakukan (Viz Media)","2023","Tankobon","Black & White","Isekai / Fantasy","Japan","1240","8.3","Completed","Japanese","Teen+","None","1"
"CMC-00190","Exile Knight","Miku Ishii","Naruto Uzumaki style","Kodansha (Crunchyroll)","2005","Tankobon","Black & White","Mystery / Thriller","Japan","3944","8.1","Completed","Japanese","Teen+","None","4"
"CMC-00191","Crystal Claw","Luffy style","Luffy style","Futabasha","2020","Tankobon","Full Color (Special Edition)","Sports / Action","Japan","1875","7.5","Ongoing","Japanese","Mature","None","26"
"CMC-00192","Bleu Secret","Bastien Vivès","Nick Sousanis","Editions Delcourt","2016","Graphic Novel","Black & White","Fantasy / Adventure","Italy","117","8.4","Ongoing","English","Young Adult","Eisner Award Nominee","1"
"CMC-00193","Bronze Rouge Wire","Hermann Huppen","Hermann Huppen","Panini Comics (Italy)","2002","Graphic Novel","Full Color","War / Historical","Netherlands","352","7.7","Hiatus","French","Young Adult","None","8"
"CMC-00194","Suicide Squad: Family","Paul Dini","Gardner Fox","DC (Wildstorm)","2019","Digital Single Issue","Full Color / Limited Palette","Superhero / Thriller","USA","1065","7.2","Ongoing","English","Young Adult","None","10"
"CMC-00195","Lonely Place of Dying Justice Society","George Perez","Len Wein","DC (Wildstorm)","2005","Digital Single Issue","Full Color","Superhero / Psychological","USA","739","7.3","Ongoing","English","Teen+","None","14"
"CMC-00196","Nadir Journey","Mika Sasaki","Ken Nakashima","Square Enix (Yen Press)","2021","Single Issue / Tankobon","Black & White","Mecha / Sci-Fi","Japan","5732","8.8","Cancelled","Japanese","Young Adult","Manga Taisho Award Winner","41"
"CMC-00197","Green Lantern: Heart of Hush","Marv Wolfman","Simon Spurrier","DC (Vertigo)","2001","Digital Single Issue","Full Color","Superhero / Action","USA","1259","8.1","Cancelled","English","Mature","None","5"
"CMC-00198","Null City","Garth Ennis","Tillie Walden","Vault Comics","2004","OGN","Grayscale","Adventure / Comedy","Canada","770","8.0","Cancelled","English","All Ages","None","1"
"CMC-00199","Silver of Echo","Alan Moore","Alan Moore","BOOM! Studios","2007","Digital Single Issue","Full Color / Limited Palette","Supernatural / Horror","USA","582","7.4","Ongoing","English","Mature","Manga Taisho Award Winner","4"
"CMC-00200","Exile of the Gods","Ken Akamatsu","Ken Akamatsu","Square Enix (Viz Media)","2018","Digital Manga","Black & White","Seinen / Drama","Japan","6952","7.9","Completed","Japanese","Teen+","None","3"
"CMC-00201","Solo Villain F-Ranked Rising","Yoon Bo-kyung","Lim Tae-yang","Lezhin Comics","2018","Digital Webtoon","Full Color (Digital)","Martial Arts / Fantasy","South Korea","4574","8.7","Completed","Korean","Young Adult","None","14"
"CMC-00202","Vortex History","Mika Sasaki","Daisuke Moriyama","Akita Shoten","2016","Manga Volume","Black & White","Horror / Supernatural","Japan","5721","9.2","Completed","Japanese","Young Adult","Harvey Award Winner","23"
"CMC-00203","Miles Morales: New Direction","Paul Jenkins","Jeff Parker","Marvel Comics","2013","Trade Paperback","Full Color (Digital)","Superhero / Horror","USA","868","8.3","Completed","English","Teen+","Angouleme Award Winner","12"
"CMC-00204","Captain Marvel: Rise of","Roger Stern","J.M. DeMatteis","Marvel Comics","2013","Single Issue","Full Color","Superhero / Political","USA","1137","8.5","Completed","English","Teen+","Eagle Award Winner","8"
"CMC-00205","Infinity Spectrum","Tom King","Peter David","Marvel Comics","2022","Digital Single Issue","Full Color / Limited Palette","Superhero / Mythology","USA","421","7.7","Ongoing","English","Teen+","None","15"
"CMC-00206","Star Dream","Ken Goto","Kazushi Hagiwara","Square Enix (Yen Press)","2021","Digital Manga","Grayscale","Sports / Action","Japan","6162","8.6","Completed","Japanese","Young Adult","None","6"
"CMC-00207","Hollow Saga (Manhua)","Yue Guan Hao","Naruto Uzumaki style","Dongman Rongshu","2016","Digital Manhua","Full Color (Digital)","Sports / Action","China","1696","8.4","Completed","Chinese","Teen+","Manga Taisho Award Winner","28"
"CMC-00208","Heaven Player (Manhua)","Ping Zhi","Ping Zhi","Weibo Comics","2014","Manhua Volume","Black & White","Horror / Supernatural","China","4696","7.4","Completed","Chinese","Mature","None","16"
"CMC-00209","Nadir Log (Manhua)","I Eat Tomatoes","Nori Hayashi","Kuaikan Comics","2020","Manhua Volume","Black & White","Cultivation / Fantasy","China","663","7.3","Ongoing","Chinese","Mature","None","20"
"CMC-00210","Azure Rival (Manhua)","Jiu Lu Fei Xiang","Riku Mori","Kuaikan Comics","2020","Digital Manhua","Full Color","Sci-Fi / Action","China","3932","8.1","Hiatus","Chinese","Mature","None","16"
